"","A_chr","A_start","A_end","A_peak","C_chr","C_start","C_end","C_peak","overlap"
"2357","chr16",75920716,75921357,"union_peak_21818","chr16",75919928,75921448,"union_peak_13574",641
"2358","chr11",20477407,20477955,"union_peak_7130","chr11",20477546,20478144,"union_peak_4499",409
"2359","chr7",126999625,127000052,"union_peak_47514","chr7",126999333,126999994,"union_peak_29723",369
"2360","chr7",46833298,46833653,"union_peak_45802","chr7",46833128,46833839,"union_peak_28655",355
"2361","chr5",8426005,8426223,"union_peak_38348","chr5",8425845,8426411,"union_peak_23972",218
"2362","chr7",101477939,101478692,"union_peak_46870","chr7",101477981,101478688,"union_peak_29308",707
"2363","chr12",40427336,40428086,"union_peak_11885","chr12",40427258,40428046,"union_peak_7341",710
"2364","chr2",144230961,144231644,"union_peak_31194","chr2",144230872,144231631,"union_peak_19467",670
"2365","chr11",85453678,85454377,"union_peak_9346","chr11",85453813,85454283,"union_peak_5833",470
"2366","chr16",8843014,8843292,"union_peak_20542","chr16",8842968,8843378,"union_peak_12749",278
"2367","chr14",57768984,57769426,"union_peak_16954","chr14",57768994,57769568,"union_peak_10505",432
"2368","chr5",100509229,100509825,"union_peak_39746","chr5",100509159,100509831,"union_peak_24853",596
"2369","chr1",160245971,160246441,"union_peak_2686","chr1",160245651,160246414,"union_peak_1671",443
"2370","chr12",114597702,114598179,"union_peak_13492","chr12",114597386,114598654,"union_peak_8302",477
"2371","chr10",60816742,60817324,"union_peak_4818","chr10",60816738,60817149,"union_peak_3013",407
"2372","chr10",83153718,83154405,"union_peak_5627","chr10",83153039,83154689,"union_peak_3497",687
"2373","chr16",44349705,44350147,"union_peak_21436","chr16",44349582,44350280,"union_peak_13278",442
"2374","chr8",127958558,127959117,"union_peak_50640","chr8",127958531,127959093,"union_peak_31553",535
"2375","chr11",64037380,64038153,"union_peak_8360","chr11",64037457,64038173,"union_peak_5254",696
"2376","chr2",128422646,128422944,"union_peak_30974","chr2",128422502,128422936,"union_peak_19339",290
"2377","chr10",119082963,119083930,"union_peak_6421","chr10",119083344,119083889,"union_peak_4035",545
"2378","chr11",11711494,11712039,"union_peak_7047","chr11",11711485,11711835,"union_peak_4444",341
"2379","chr10",99171957,99172572,"union_peak_6064","chr10",99171465,99172304,"union_peak_3804",347
"2380","chr7",117521195,117521787,"union_peak_47223","chr7",117521265,117521685,"union_peak_29525",420
"2381","chr13",30766732,30767438,"union_peak_14146","chr13",30766451,30767058,"union_peak_8736",326
"2382","chr5",92000701,92001131,"union_peak_39599","chr5",92000813,92001415,"union_peak_24751",318
"2383","chr11",115133728,115134484,"union_peak_10713","chr11",115133610,115134422,"union_peak_6641",694
"2384","chr17",32340222,32340587,"union_peak_23353","chr17",32339909,32341080,"union_peak_14508",365
"2385","chr2",154353814,154354497,"union_peak_31443","chr2",154353960,154354231,"union_peak_19605",271
"2386","chr13",112443408,112443869,"union_peak_15801","chr13",112443454,112443848,"union_peak_9771",394
"2387","chr11",62821953,62822260,"union_peak_8331","chr11",62821793,62822478,"union_peak_5237",307
"2388","chr8",94372971,94373451,"union_peak_49586","chr8",94373077,94373670,"union_peak_30966",374
"2389","chr13",97789712,97790247,"union_peak_15493","chr13",97789701,97790190,"union_peak_9562",478
"2390","chr10",44434599,44434998,"union_peak_4593","chr10",44434605,44435207,"union_peak_2880",393
"2391","chr17",71263064,71263751,"union_peak_24408","chr17",71263083,71263966,"union_peak_15188",668
"2392","chr11",55072385,55072887,"union_peak_8018","chr11",55072390,55073023,"union_peak_5046",497
"2393","chr9",14926457,14927097,"union_peak_50834","chr9",14926295,14927455,"union_peak_31683",640
"2394","chr1",156407791,156408597,"union_peak_2620","chr1",156407428,156408635,"union_peak_1621",806
"2395","chr9",22640819,22641425,"union_peak_51034","chr9",22640690,22641669,"union_peak_31826",606
"2396","chr18",76259584,76260042,"union_peak_26189","chr18",76259267,76260286,"union_peak_16289",458
"2397","chr8",123806959,123807633,"union_peak_50465","chr8",123806847,123807639,"union_peak_31460",674
"2398","chr19",46050378,46050841,"union_peak_27807","chr19",46050289,46050649,"union_peak_17307",271
"2399","chr16",75855319,75856058,"union_peak_21814","chr16",75855199,75856003,"union_peak_13571",684
"2400","chr14",122851979,122853079,"union_peak_17982","chr14",122852087,122853007,"union_peak_11156",920
"2401","chr5",146655201,146655892,"union_peak_41454","chr5",146655256,146655993,"union_peak_25891",636
"2402","chr12",114804492,114804913,"union_peak_13499","chr12",114804170,114805087,"union_peak_8307",421
"2403","chr11",88145072,88145905,"union_peak_9518","chr11",88144949,88145944,"union_peak_5941",833
"2404","chr1",144283162,144284088,"union_peak_2410","chr1",144283229,144283645,"union_peak_1491",416
"2405","chr15",82914463,82914895,"union_peak_19677","chr15",82914543,82914844,"union_peak_12240",301
"2406","chr2",32514174,32514765,"union_peak_29173","chr2",32514116,32514642,"union_peak_18149",468
"2407","chr6",82863440,82864006,"union_peak_42854","chr6",82863876,82864211,"union_peak_26790",130
"2408","chr5",21368904,21369219,"union_peak_38422","chr5",21368843,21369529,"union_peak_24047",315
"2409","chr7",75374610,75374821,"union_peak_46231","chr7",75374418,75374702,"union_peak_28937",92
"2410","chr13",44819304,44819864,"union_peak_14481","chr13",44819158,44819880,"union_peak_8916",560
"2411","chr5",148769343,148769906,"union_peak_41545","chr5",148769536,148770123,"union_peak_25941",370
"2412","chr9",59431584,59432254,"union_peak_51981","chr9",59431455,59432155,"union_peak_32366",571
"2413","chr5",124213709,124213945,"union_peak_40744","chr5",124213671,124214276,"union_peak_25479",236
"2414","chr10",107872638,107872988,"union_peak_6102","chr10",107872182,107872962,"union_peak_3831",324
"2415","chr5",23665535,23666258,"union_peak_38479","chr5",23665360,23665728,"union_peak_24080",193
"2416","chr7",99946178,99946884,"union_peak_46787","chr7",99946118,99946987,"union_peak_29265",706
"2417","chr13",10066660,10067089,"union_peak_13716","chr13",10065139,10067069,"union_peak_8464",409
"2418","chr5",107731415,107731964,"union_peak_39954","chr5",107731185,107731936,"union_peak_25006",521
"2419","chr11",52180037,52181063,"union_peak_7823","chr11",52180670,52181124,"union_peak_4924",393
"2420","chr1",132311237,132311754,"union_peak_2078","chr1",132311323,132311691,"union_peak_1287",368
"2421","chr4",138962731,138963282,"union_peak_37689","chr4",138962768,138963302,"union_peak_23529",514
"2422","chr7",132795143,132795549,"union_peak_47743","chr7",132795106,132795640,"union_peak_29878",406
"2423","chr13",97408503,97408883,"union_peak_15488","chr13",97408188,97408794,"union_peak_9558",291
"2424","chr10",39182689,39183354,"union_peak_4321","chr10",39182772,39183529,"union_peak_2718",582
"2425","chr10",95021100,95021673,"union_peak_5908","chr10",95020986,95021783,"union_peak_3688",573
"2426","chr17",34239451,34240242,"union_peak_23493","chr17",34239524,34240252,"union_peak_14610",718
"2427","chr14",64884680,64885454,"union_peak_17139","chr14",64884552,64885503,"union_peak_10628",774
"2428","chr12",115847778,115848137,"union_peak_13547","chr12",115847434,115847779,"union_peak_8342",1
"2429","chr10",17629693,17630113,"union_peak_3884","chr10",17629618,17630184,"union_peak_2423",420
"2430","chr15",66849697,66850054,"union_peak_18951","chr15",66849860,66850146,"union_peak_11802",194
"2431","chr10",96240631,96240910,"union_peak_5957","chr10",96240224,96241026,"union_peak_3726",279
"2432","chr13",114895835,114896306,"union_peak_15897","chr13",114894722,114896346,"union_peak_9839",471
"2433","chr12",102663037,102663672,"union_peak_13039","chr12",102663015,102663600,"union_peak_8063",563
"2434","chr13",92030574,92031044,"union_peak_15320","chr13",92030503,92031183,"union_peak_9448",470
"2435","chr4",83354686,83355269,"union_peak_36115","chr4",83354425,83354802,"union_peak_22565",116
"2436","chr7",80672272,80672846,"union_peak_46457","chr7",80672420,80672860,"union_peak_29068",426
"2437","chr2",11039925,11040608,"union_peak_28421","chr2",11039795,11040663,"union_peak_17679",683
"2438","chr6",99220143,99220997,"union_peak_43339","chr6",99220328,99220883,"union_peak_27052",555
"2439","chr10",88550954,88551340,"union_peak_5748","chr10",88550899,88551415,"union_peak_3572",386
"2440","chr13",98803608,98804148,"union_peak_15523","chr13",98803268,98804274,"union_peak_9579",540
"2441","chr10",107868780,107869254,"union_peak_6101","chr10",107868536,107869648,"union_peak_3830",474
"2442","chr11",23781992,23782440,"union_peak_7262","chr11",23781776,23782536,"union_peak_4584",448
"2443","chr6",12081719,12082387,"union_peak_41721","chr6",12080145,12082115,"union_peak_26058",396
"2444","chr16",87324616,87324888,"union_peak_21906","chr16",87324258,87324854,"union_peak_13643",238
"2445","chr8",128653637,128654029,"union_peak_50692","chr8",128653434,128653988,"union_peak_31587",351
"2446","chr12",114809321,114809645,"union_peak_13500","chr12",114809037,114809705,"union_peak_8308",324
"2447","chr2",148443313,148443761,"union_peak_31260","chr2",148443475,148443807,"union_peak_19510",286
"2448","chr8",123796734,123796988,"union_peak_50462","chr8",123796548,123797213,"union_peak_31457",254
"2449","chr8",127966881,127967287,"union_peak_50642","chr8",127966779,127967244,"union_peak_31555",363
"2450","chrX",69189629,69190307,"union_peak_54356","chrX",69189776,69190165,"union_peak_33908",389
"2451","chr2",48315257,48315722,"union_peak_29495","chr2",48315148,48315758,"union_peak_18353",465
"2452","chr2",33914334,33915310,"union_peak_29258","chr2",33914101,33914384,"union_peak_18204",50
"2453","chr3",126609447,126610433,"union_peak_34515","chr3",126609896,126610322,"union_peak_21500",426
"2454","chr2",26783402,26784146,"union_peak_28823","chr2",26783887,26784163,"union_peak_17956",259
"2455","chr13",112433211,112433602,"union_peak_15798","chr13",112433034,112433738,"union_peak_9767",391
"2456","chr14",72700043,72700373,"union_peak_17348","chr14",72700119,72700514,"union_peak_10753",254
"2457","chr11",50134300,50134616,"union_peak_7723","chr11",50134069,50134633,"union_peak_4853",316
"2458","chr12",8351129,8351748,"union_peak_11375","chr12",8351204,8351838,"union_peak_7035",544
"2459","chr19",57802856,57803427,"union_peak_28144","chr19",57802724,57803437,"union_peak_17509",571
"2460","chr1",132315845,132316537,"union_peak_2079","chr1",132315858,132316571,"union_peak_1288",679
"2461","chr3",149393581,149394089,"union_peak_34970","chr3",149393570,149394469,"union_peak_21804",508
"2462","chr11",110993644,110994122,"union_peak_10630","chr11",110993362,110994225,"union_peak_6606",478
"2463","chr3",37769252,37769829,"union_peak_32809","chr3",37769403,37770136,"union_peak_20394",426
"2464","chr1",53940239,53940900,"union_peak_712","chr1",53939991,53940769,"union_peak_458",530
"2465","chr14",69977718,69978131,"union_peak_17269","chr14",69977833,69979567,"union_peak_10710",298
"2466","chr9",118284152,118284545,"union_peak_53492","chr9",118284223,118284648,"union_peak_33345",322
"2467","chr12",93226936,93227157,"union_peak_12830","chr12",93226586,93227357,"union_peak_7931",221
"2468","chr6",86133818,86134167,"union_peak_42984","chr6",86133588,86134437,"union_peak_26863",349
"2469","chr10",12860321,12860774,"union_peak_3802","chr10",12860684,12860937,"union_peak_2365",90
"2470","chr11",49855169,49855622,"union_peak_7706","chr11",49855238,49855676,"union_peak_4844",384
"2471","chr10",117784575,117785090,"union_peak_6296","chr10",117784580,117785173,"union_peak_3942",510
"2472","chr8",111563742,111564407,"union_peak_49950","chr8",111563605,111564105,"union_peak_31186",363
"2473","chr1",161894095,161894393,"union_peak_2764","chr1",161893715,161894913,"union_peak_1718",298
"2474","chr10",98947241,98947507,"union_peak_6044","chr10",98946956,98947396,"union_peak_3796",155
"2475","chr11",20301300,20301737,"union_peak_7126","chr11",20301149,20301692,"union_peak_4496",392
"2476","chr12",12580662,12581109,"union_peak_11442","chr12",12580752,12581199,"union_peak_7075",357
"2477","chr12",3463024,3463568,"union_peak_11305","chr12",3463009,3464236,"union_peak_6991",544
"2478","chr1",40504572,40504846,"union_peak_459","chr1",40504280,40505007,"union_peak_297",274
"2479","chr12",107361798,107362568,"union_peak_13159","chr12",107361888,107362502,"union_peak_8129",614
"2480","chr12",77533932,77534452,"union_peak_12395","chr12",77533971,77534492,"union_peak_7677",481
"2481","chr16",22431850,22432266,"union_peak_20887","chr16",22431731,22432425,"union_peak_12950",416
"2482","chr3",37753196,37753732,"union_peak_32805","chr3",37753358,37753672,"union_peak_20391",314
"2483","chr1",87866574,87866992,"union_peak_1467","chr1",87866463,87867185,"union_peak_920",418
"2484","chr18",46092677,46093026,"union_peak_25597","chr18",46092390,46093250,"union_peak_15935",349
"2485","chr7",132335223,132335645,"union_peak_47713","chr7",132334985,132335826,"union_peak_29859",422
"2486","chr10",117992440,117992650,"union_peak_6337","chr10",117992006,117992906,"union_peak_3970",210
"2487","chr17",45746804,45747564,"union_peak_23857","chr17",45746953,45747454,"union_peak_14841",501
"2488","chr3",152955834,152956458,"union_peak_35023","chr3",152955914,152956550,"union_peak_21832",544
"2489","chr8",128223181,128223720,"union_peak_50648","chr8",128222948,128223851,"union_peak_31559",539
"2490","chr11",114321248,114321760,"union_peak_10685","chr11",114321247,114322233,"union_peak_6628",512
"2491","chr11",14142455,14142941,"union_peak_7074","chr11",14142333,14143162,"union_peak_4462",486
"2492","chr16",45251771,45252482,"union_peak_21480","chr16",45251678,45252675,"union_peak_13310",711
"2493","chr3",152941573,152941939,"union_peak_35020","chr3",152941911,152942250,"union_peak_21829",28
"2494","chr10",39023562,39024068,"union_peak_4316","chr10",39023402,39024240,"union_peak_2715",506
"2495","chr11",119833985,119834459,"union_peak_11135","chr11",119834141,119834414,"union_peak_6893",273
"2496","chr14",65330569,65330982,"union_peak_17156","chr14",65330363,65330672,"union_peak_10644",103
"2497","chr1",120245478,120245911,"union_peak_1845","chr1",120245484,120245912,"union_peak_1148",427
"2498","chr10",119004356,119004671,"union_peak_6414","chr10",119004472,119004864,"union_peak_4028",199
"2499","chr10",26259862,26260232,"union_peak_4203","chr10",26259967,26260215,"union_peak_2628",248
"2500","chr3",54589825,54590270,"union_peak_33005","chr3",54589819,54590285,"union_peak_20518",445
"2501","chr14",69780315,69780800,"union_peak_17258","chr14",69780113,69780830,"union_peak_10705",485
"2502","chrX",107223334,107223709,"union_peak_54723","chrX",107223394,107223908,"union_peak_34110",315
"2503","chr13",115171601,115172152,"union_peak_15915","chr13",115171394,115172144,"union_peak_9850",543
"2504","chr10",58392922,58393692,"union_peak_4709","chr10",58392627,58393622,"union_peak_2954",700
"2505","chr16",87709221,87709604,"union_peak_21927","chr16",87709076,87709806,"union_peak_13656",383
"2506","chr3",100482460,100483026,"union_peak_33979","chr3",100482657,100483208,"union_peak_21148",369
"2507","chr4",19328302,19329000,"union_peak_35341","chr4",19328209,19329018,"union_peak_22055",698
"2508","chr10",41936971,41937721,"union_peak_4485","chr10",41936761,41937892,"union_peak_2814",750
"2509","chr13",55479030,55479643,"union_peak_14872","chr13",55479017,55479888,"union_peak_9140",613
"2510","chr5",107545842,107546482,"union_peak_39937","chr5",107545724,107546516,"union_peak_24994",640
"2511","chr4",134361269,134361560,"union_peak_37380","chr4",134361329,134361900,"union_peak_23352",231
"2512","chr1",53856631,53857181,"union_peak_702","chr1",53856673,53857336,"union_peak_450",508
"2513","chr16",38458586,38459257,"union_peak_21362","chr16",38458604,38459865,"union_peak_13227",653
"2514","chr6",37481030,37481632,"union_peak_42043","chr6",37481047,37481559,"union_peak_26261",512
"2515","chr10",22282754,22283455,"union_peak_4144","chr10",22282654,22282957,"union_peak_2593",203
"2516","chr5",3362931,3363896,"union_peak_38293","chr5",3362965,3363827,"union_peak_23938",862
"2517","chr11",23818825,23819230,"union_peak_7264","chr11",23818715,23819248,"union_peak_4585",405
"2518","chr2",58189486,58189872,"union_peak_29598","chr2",58188673,58189987,"union_peak_18425",386
"2519","chr6",49021152,49022159,"union_peak_42317","chr6",49021424,49022513,"union_peak_26439",735
"2520","chr5",148596480,148596893,"union_peak_41536","chr5",148594888,148597118,"union_peak_25936",413
"2521","chr9",13536662,13537219,"union_peak_50780","chr9",13536328,13537300,"union_peak_31658",557
"2522","chr2",18524268,18524752,"union_peak_28587","chr2",18524095,18524940,"union_peak_17801",484
"2523","chr15",62778861,62779439,"union_peak_18839","chr15",62779231,62779483,"union_peak_11728",208
"2524","chr15",67145243,67145707,"union_peak_18974","chr15",67144992,67145544,"union_peak_11817",301
"2525","chr6",49052000,49052532,"union_peak_42320","chr6",49051880,49052519,"union_peak_26442",519
"2526","chr7",90039468,90039944,"union_peak_46620","chr7",90039219,90039979,"union_peak_29169",476
"2527","chr3",52048170,52048443,"union_peak_32905","chr3",52047857,52048434,"union_peak_20458",264
"2528","chr2",102980958,102982132,"union_peak_30435","chr2",102981143,102981574,"union_peak_18976",431
"2529","chr9",120074399,120074824,"union_peak_53586","chr9",120074355,120074966,"union_peak_33387",425
"2530","chr5",3477750,3478515,"union_peak_38303","chr5",3477934,3478404,"union_peak_23944",470
"2531","chr11",107410493,107410961,"union_peak_10499","chr11",107410089,107410892,"union_peak_6530",399
"2532","chr15",62307389,62307966,"union_peak_18824","chr15",62307404,62307941,"union_peak_11723",537
"2533","chr16",91436295,91436966,"union_peak_22000","chr16",91436089,91436995,"union_peak_13706",671
"2534","chr10",80848358,80849139,"union_peak_5450","chr10",80848377,80848884,"union_peak_3384",507
"2535","chr16",97459591,97460101,"union_peak_22259","chr16",97459617,97460226,"union_peak_13868",484
"2536","chr1",52055653,52056362,"union_peak_607","chr1",52055716,52056147,"union_peak_397",431
"2537","chr11",85222025,85222696,"union_peak_9336","chr11",85222053,85222385,"union_peak_5828",332
"2538","chr1",88641775,88642454,"union_peak_1529","chr1",88641916,88642529,"union_peak_956",538
"2539","chr13",107878796,107879659,"union_peak_15675","chr13",107879134,107879487,"union_peak_9679",353
"2540","chr15",50836536,50837127,"union_peak_18559","chr15",50836332,50837069,"union_peak_11532",533
"2541","chr16",76422583,76423030,"union_peak_21840","chr16",76422291,76423065,"union_peak_13591",447
"2542","chrX",140531158,140531741,"union_peak_54847","chrX",140531161,140531651,"union_peak_34183",490
"2543","chr10",17860465,17861360,"union_peak_3895","chr10",17860503,17861216,"union_peak_2431",713
"2544","chr7",29251068,29251615,"union_peak_45322","chr7",29251103,29251525,"union_peak_28361",422
"2545","chr9",106312688,106313442,"union_peak_53073","chr9",106312540,106313536,"union_peak_33064",754
"2546","chr1",180409957,180410799,"union_peak_3276","chr1",180410037,180410791,"union_peak_2055",754
"2547","chr6",121178475,121179253,"union_peak_43818","chr6",121178824,121179118,"union_peak_27354",294
"2548","chr10",94819841,94820622,"union_peak_5893","chr10",94820184,94820532,"union_peak_3676",348
"2549","chr13",21811668,21812678,"union_peak_13892","chr13",21811772,21812519,"union_peak_8582",747
"2550","chr11",102208376,102209400,"union_peak_10214","chr11",102208516,102209129,"union_peak_6368",613
"2551","chr3",101745895,101746318,"union_peak_34054","chr3",101746130,101746460,"union_peak_21197",188
"2552","chr3",90503582,90504212,"union_peak_33681","chr3",90503629,90504464,"union_peak_20952",583
"2553","chr2",85007702,85008205,"union_peak_30201","chr2",85007715,85008384,"union_peak_18829",490
"2554","chrX",13622842,13623906,"union_peak_54014","chrX",13623340,13623639,"union_peak_33676",299
"2555","chr11",100934012,100934481,"union_peak_10123","chr11",100934107,100934609,"union_peak_6305",374
"2556","chr8",46654460,46655087,"union_peak_48713","chr8",46654563,46654869,"union_peak_30439",306
"2557","chr1",82819126,82819989,"union_peak_1286","chr1",82818976,82820096,"union_peak_823",863
"2558","chr6",21955108,21955907,"union_peak_41778","chr6",21955381,21955697,"union_peak_26094",316
"2559","chr15",73318557,73319078,"union_peak_19024","chr15",73318594,73318882,"union_peak_11858",288
"2560","chr2",75606443,75607934,"union_peak_30007","chr2",75605674,75607853,"union_peak_18694",1410
"2561","chr2",158704850,158705163,"union_peak_31672","chr2",158705079,158706173,"union_peak_19728",84
"2562","chr14",53991262,53991807,"union_peak_16734","chr14",53991356,53991792,"union_peak_10364",436
"2563","chr11",78672818,78674076,"union_peak_9032","chr11",78672577,78672896,"union_peak_5644",78
"2564","chr17",5840841,5842102,"union_peak_22350","chr17",5841548,5842415,"union_peak_13919",554
"2565","chr3",127853265,127853796,"union_peak_34544","chr3",127853166,127853871,"union_peak_21518",531
"2566","chrX",50867256,50868035,"union_peak_54276","chrX",50867333,50868010,"union_peak_33852",677
"2567","chr4",132262153,132262451,"union_peak_37167","chr4",132261592,132262680,"union_peak_23212",298
"2568","chr12",87442585,87442979,"union_peak_12781","chr12",87442397,87444429,"union_peak_7893",394
"2569","chr16",55770156,55770891,"union_peak_21671","chr16",55769916,55770762,"union_peak_13444",606
"2570","chr12",52782859,52783450,"union_peak_11959","chr12",52782804,52783189,"union_peak_7391",330
"2571","chr16",76360989,76361469,"union_peak_21835","chr16",76360752,76361181,"union_peak_13586",192
"2572","chr2",158159817,158160526,"union_peak_31640","chr2",158159715,158160019,"union_peak_19711",202
"2573","chr7",45786095,45786806,"union_peak_45758","chr7",45786006,45786381,"union_peak_28629",286
"2574","chr9",65622621,65623413,"union_peak_52264","chr9",65622631,65623465,"union_peak_32526",782
"2575","chr5",99967083,99968184,"union_peak_39726","chr5",99967300,99968619,"union_peak_24842",884
"2576","chr14",104471908,104472460,"union_peak_17710","chr14",104472070,104472453,"union_peak_11002",383
"2577","chr13",43525322,43526194,"union_peak_14435","chr13",43525389,43526253,"union_peak_8894",805
"2578","chr17",6960530,6961874,"union_peak_22416","chr17",6960534,6961142,"union_peak_13956",608
"2579","chr17",6960530,6961874,"union_peak_22416","chr17",6961392,6961844,"union_peak_13957",452
"2580","chr15",59587992,59588683,"union_peak_18716","chr15",59587906,59588884,"union_peak_11655",691
"2581","chr12",110454154,110454951,"union_peak_13271","chr12",110454241,110455000,"union_peak_8184",710
"2582","chr18",80548595,80549134,"union_peak_26277","chr18",80548745,80549015,"union_peak_16343",270
"2583","chr4",10940636,10941352,"union_peak_35243","chr4",10940674,10941183,"union_peak_21979",509
"2584","chr1",181921578,181922416,"union_peak_3359","chr1",181921661,181922660,"union_peak_2101",755
"2585","chr16",87777423,87777790,"union_peak_21934","chr16",87777338,87777642,"union_peak_13662",219
"2586","chr7",68298340,68298788,"union_peak_46120","chr7",68298450,68298815,"union_peak_28880",338
"2587","chr12",70280448,70280918,"union_peak_12153","chr12",70280526,70280973,"union_peak_7532",392
"2588","chr10",42882151,42882749,"union_peak_4536","chr10",42882135,42882658,"union_peak_2842",507
"2589","chr17",86206121,86206972,"union_peak_24798","chr17",86205971,86206847,"union_peak_15466",726
"2590","chr15",75727677,75728912,"union_peak_19111","chr15",75727841,75728884,"union_peak_11898",1043
"2591","chr14",15698332,15699108,"union_peak_16061","chr14",15698299,15699176,"union_peak_9944",776
"2592","chr5",75042976,75043258,"union_peak_39473","chr5",75043073,75045414,"union_peak_24671",185
"2593","chr11",102200149,102201732,"union_peak_10213","chr11",102200188,102200880,"union_peak_6367",692
"2594","chr19",10173076,10174435,"union_peak_26869","chr19",10173198,10174377,"union_peak_16719",1179
"2595","chr19",53432261,53433067,"union_peak_27974","chr19",53432585,53432835,"union_peak_17412",250
"2596","chr5",77383787,77384704,"union_peak_39541","chr5",77384002,77384274,"union_peak_24711",272
"2597","chr3",94915739,94916530,"union_peak_33736","chr3",94915468,94916665,"union_peak_20987",791
"2598","chr17",50061400,50062024,"union_peak_24029","chr17",50061559,50062090,"union_peak_14952",465
"2599","chr14",25785071,25785501,"union_peak_16283","chr14",25785052,25785290,"union_peak_10082",219
"2600","chr17",7888873,7889440,"union_peak_22429","chr17",7888777,7889563,"union_peak_13967",567
"2601","chr5",143038177,143039225,"union_peak_41354","chr5",143038130,143039141,"union_peak_25826",964
"2602","chr11",77517967,77518599,"union_peak_8959","chr11",77518256,77519594,"union_peak_5598",343
"2603","chr1",181116987,181117691,"union_peak_3327","chr1",181116756,181118054,"union_peak_2082",704
"2604","chr16",70479885,70480529,"union_peak_21811","chr16",70479527,70479997,"union_peak_13567",112
"2605","chr16",70479885,70480529,"union_peak_21811","chr16",70480459,70480715,"union_peak_13568",70
"2606","chr1",87928352,87929214,"union_peak_1477","chr1",87928316,87929312,"union_peak_929",862
"2607","chr8",122967185,122967811,"union_peak_50398","chr8",122966852,122967717,"union_peak_31420",532
"2608","chr6",82889826,82890467,"union_peak_42857","chr6",82890042,82890366,"union_peak_26792",324
"2609","chr8",119594630,119595722,"union_peak_50164","chr8",119594699,119595655,"union_peak_31308",956
"2610","chr4",138130119,138130759,"union_peak_37652","chr4",138130241,138130824,"union_peak_23509",518
"2611","chr7",81880714,81881407,"union_peak_46532","chr7",81880859,81881252,"union_peak_29116",393
"2612","chr11",102930650,102930970,"union_peak_10259","chr11",102930605,102931034,"union_peak_6393",320
"2613","chr3",130976279,130976580,"union_peak_34605","chr3",130976118,130976776,"union_peak_21572",301
"2614","chr6",82775282,82775968,"union_peak_42853","chr6",82773597,82775871,"union_peak_26789",589
"2615","chr4",106795371,106795677,"union_peak_36449","chr4",106794222,106795774,"union_peak_22783",306
"2616","chr14",79475771,79476271,"union_peak_17596","chr14",79475679,79476098,"union_peak_10925",327
"2617","chr12",81839527,81840113,"union_peak_12536","chr12",81839224,81840132,"union_peak_7755",586
"2618","chr4",7755489,7756103,"union_peak_35160","chr4",7755085,7755914,"union_peak_21927",425
"2619","chr2",174360878,174361489,"union_peak_32286","chr2",174360905,174361514,"union_peak_20058",584
"2620","chr11",64116498,64117222,"union_peak_8368","chr11",64115773,64117343,"union_peak_5260",724
"2621","chr1",182142659,182143544,"union_peak_3368","chr1",182142514,182142899,"union_peak_2104",240
"2622","chr2",35368406,35369205,"union_peak_29327","chr2",35368717,35369134,"union_peak_18250",417
"2623","chr18",38495622,38496284,"union_peak_25505","chr18",38494991,38496511,"union_peak_15886",662
"2624","chr12",17746287,17746842,"union_peak_11545","chr12",17746334,17746870,"union_peak_7141",508
"2625","chr15",81510601,81511050,"union_peak_19608","chr15",81510770,81512435,"union_peak_12204",280
"2626","chr2",69917015,69917765,"union_peak_29817","chr2",69916929,69917485,"union_peak_18580",470
"2627","chr6",53083831,53084963,"union_peak_42478","chr6",53083654,53084582,"union_peak_26526",751
"2628","chr7",24481319,24482442,"union_peak_45048","chr7",24481508,24482141,"union_peak_28195",633
"2629","chr11",62587044,62587436,"union_peak_8312","chr11",62586958,62587511,"union_peak_5224",392
"2630","chr17",35813287,35814191,"union_peak_23663","chr17",35813391,35814268,"union_peak_14718",800
"2631","chr18",39105927,39106509,"union_peak_25540","chr18",39106006,39106350,"union_peak_15906",344
"2632","chrX",59590603,59590949,"union_peak_54349","chrX",59590242,59591057,"union_peak_33904",346
"2633","chr2",71054813,71055032,"union_peak_29860","chr2",71054446,71056555,"union_peak_18605",219
"2634","chr1",24684040,24684403,"union_peak_172","chr1",24683752,24684896,"union_peak_115",363
"2635","chr18",84400335,84400747,"union_peak_26394","chr18",84400386,84400928,"union_peak_16416",361
"2636","chr1",151074577,151075427,"union_peak_2428","chr1",151074521,151075359,"union_peak_1510",782
"2637","chr7",73517525,73518861,"union_peak_46156","chr7",73517999,73518902,"union_peak_28901",862
"2638","chr1",36024666,36025717,"union_peak_226","chr1",36024553,36025780,"union_peak_159",1051
"2639","chr9",32628538,32629247,"union_peak_51134","chr9",32628698,32629277,"union_peak_31879",549
"2640","chr3",137800271,137800868,"union_peak_34779","chr3",137800413,137800688,"union_peak_21668",275
"2641","chr7",99267287,99269085,"union_peak_46755","chr7",99267535,99268384,"union_peak_29247",849
"2642","chr5",34822541,34823073,"union_peak_38838","chr5",34822617,34823238,"union_peak_24273",456
"2643","chr1",13308382,13309212,"union_peak_76","chr1",13309004,13309282,"union_peak_48",208
"2644","chr1",85950080,85950862,"union_peak_1362","chr1",85950159,85950821,"union_peak_864",662
"2645","chr19",32958408,32959049,"union_peak_27398","chr19",32958390,32958877,"union_peak_17060",469
"2646","chr5",31443833,31444733,"union_peak_38686","chr5",31444000,31444735,"union_peak_24190",733
"2647","chr12",79832629,79833049,"union_peak_12458","chr12",79832521,79832880,"union_peak_7719",251
